product,fact,value,numeric,unit,source_url,retrieved_at
joi,pricing_tier,"What Neurons buy (they cover everything the subscription does not): ""We also have Neurons, which are used for services which are not included in Subscription or Bot Subscriptions, including but not limited to romantic, erotic or sexually explicit messages, visual content, or adult-themed scenarios."" Also used for Virtual gifts, whose price ""is specified in Neurons and varies depending on the selected Virtual gift.""",,,https://joi.ai/terms,2026-09-03
joi,free_tier,"Yes — a free tier exists, named ""Basic"": ""“Basic”: which provides limited access to the Service. We reserve the right to deny the free use to anyone at any time at our own discretion."" The Terms do not enumerate what Basic limits beyond ""limited access"". A lapsed Premium account falls back to it: ""If your payment is not completed within 7 days of the due date, your subscription will automatically be downgraded to “Basic.”""",,,https://joi.ai/terms,2026-09-03
joi,free_tier,"The one concrete published free-tier limit: ""Free accounts get 6 lifetime image generations to try it out - just note that generations are stored for 7 days, so make sure to save the ones you love before they expire."" Lifetime, not per-month.",6,lifetime image generations,https://help.joi.com/articles/how-can-i-create-ai-images-and-videos,2026-09-03
joi,free_tier,"Free generations do not cover character-based output: ""If you want to generate images or videos using a specific character, that works via Neurons rather than your free generations."" The generator UI shows the exhausted state as ""You've used your free generations. Upgrade now"".",,,https://help.joi.com/articles/how-can-i-create-ai-images-and-videos,2026-09-03
joi,languages,"Official supported-language list from the help centre: ""Available languages: English (EN) Deutsch (DE) French (FR) Japanese (JA) Spanish (ES) Portuguese (PT). More languages coming - we're always expanding. If yours isn't listed yet, English is the most fully supported option for now."" GERMAN: yes. FRENCH: yes. SPANISH: yes. DUTCH: NOT listed and not supported.",6,languages listed,https://help.joi.com/articles/do-we-support-languages-other-than-english,2026-09-03
joi,languages,"Localised site versions declared via hreflang alternates on the homepage: en (x-default), de (de.joi.com), es, fr, it, ja, pt. Italian has a live localised subdomain even though it is absent from the help-centre language list. There is no nl (Dutch) alternate and nl.joi.ai / nl.joi.com do not resolve.",7,hreflang locales incl. English,https://joi.com/,2026-09-03
joi,modalities,"Text chat, voice, and video call: ""You can communicate with your Virtual friend via text, voice, and (where available) the Video Call Feature."" The Video Call Feature is defined as ""a feature that allows you to communicate with your Virtual friend via real-time audio and video interface (where available)"" and ""may require camera and microphone permissions. Availability may vary by device, region, and plan.""",,,https://joi.ai/terms,2026-09-03
joi,modalities,"AI image generation and AI video generation are first-class product surfaces, exposed as ""Generate images"" and ""Generate videos"" in the main navigation, with a combined generator offering an Image/Video toggle, art styles, poses, negative prompts, resolution control and a ""Fast Generation / Boost Clarity"" quality switch. The generator page displays a running counter of ""102,897,195 generations"" (read 2026-09-03).",,,https://joi.com/generate/images,2026-09-03
joi,modalities,"In-chat photo and video delivery from characters, priced in Neurons rather than included in the subscription (see limits). Plus an AI character generator: ""AI Character Generator – create 18+ characters and stories"", choosing between hyperrealistic and anime art styles.",,,https://joi.com/generate/character,2026-09-03
joi,limits,"Neuron consumption rates, the only per-action caps the product publishes: ""One romantic message costs 4 neurons to be read. One photo view costs up to 120 neurons depending on the theme. One video view costs up to 1900 neurons depending on the theme. Our loyal customers may get beneficial pricing which depends on their use of service.""",4,neurons per romantic message read,https://joi.ai/terms,2026-09-03
joi,limits,"Photo view cost: ""One photo view costs up to 120 neurons depending on the theme.""",120,neurons per photo view (maximum),https://joi.ai/terms,2026-09-03
joi,limits,"Video view cost: ""One video view costs up to 1900 neurons depending on the theme.""",1900,neurons per video view (maximum),https://joi.ai/terms,2026-09-03
joi,limits,"Image generator batch cap: ""Number of Generations - Choose how many images to generate at once - up to 12"" (UI offers 2 / 4 / 8 / 12).",12,images per generation batch (maximum),https://help.joi.com/articles/how-can-i-create-ai-images-and-videos,2026-09-03
joi,limits,"Paid-tier quota behaviour: ""Your monthly benefits reset every month, no matter which plan you're on. All your benefits refresh on the same day each month, based on the date you first purchased your subscription... unused benefits roll over to the next month, so nothing is wasted - any leftover quota simply adds up to your next refresh."" The size of that monthly quota is not published.",,,https://help.joi.com/articles/with-a-yearly-subscription-do-my-benefits-still-reset-every-month,2026-09-03
joi,limits,"Free-account generation retention: generated media on a free account is ""stored for 7 days"" before expiring.",7,days retention for free-account generations,https://help.joi.com/articles/how-can-i-create-ai-images-and-videos,2026-09-03
joi,limits,"The only rate limit described anywhere is a moderation control, not a usage tier: ""Group chats are additionally subject to rate limiting, new-account restrictions on link and contact sharing, and automated interruption of exchanges matching high-confidence solicitation patterns."" No numeric text-message cap is published for either Basic or Premium.",,,https://joi.ai/terms,2026-09-03
joi,platforms,"Web only. The service is a responsive website, installable as a PWA — the manifest declares ""name"":""JOI AI"", ""display"":""standalone"", ""orientation"":""portrait"" and ""related_applications"":[{""platform"":""webapp"",...}] with ""prefer_related_applications"":false, i.e. no companion native app is declared. No App Store or Google Play link appears anywhere on joi.com, joi.ai, help.joi.com or creator.joi.com. The homepage meta description markets it as ""Chat with fictional companions without login or download"".",,,https://joi.ai/manifest.webmanifest,2026-09-03
joi,platforms,"Geographic restriction: the United Kingdom is blocked. ""Due to UK age-verification legislation, access to this website is currently unavailable for users located in the United Kingdom. We are actively working on implementing an age-verification system in compliance with UK law.""",,,https://joi.com/uk/unavailable,2026-09-03
joi,account_requirement,"Age 18+ and one account per person: ""When you create an account with us, You must be at least 18 years old""; ""You may have only one account with the Service""; ""Our self-sufficient artificial intelligence may block your account if it has grounds to consider that you are under 18 years old."" Users also opt in to marketing by using the service: ""While using the Service you agree to receive advertising mailings from other our products.""",18,minimum age (years),https://joi.ai/terms,2026-09-03
joi,account_requirement,"Data collected at signup, per the Privacy Policy table: First name, Gender and Email are all marked ""At the stage of registration."" Email is used ""to enable you to register using your email and restore your password."" A Google sign-in option is present on the signup page. Signup itself is described only in terms of email/name/gender — a payment method is referenced solely in connection with purchasing Premium.",,,https://joi.ai/privacy,2026-09-03
joi,account_requirement,"Age verification is handled by a third party and may go well beyond email: ""JOI uses a trusted third-party provider, VerifyMyAge... Background email verification... Facial age estimation... Government-issued ID verification"" (passport, driving licence or national ID, sometimes with a selfie comparison) ""In regions with stricter legal requirements."" Triggered ""during registration; when accessing Premium or explicit content; or when required by local regulations in your region."" ""JOI does not store copies of your identity documents.""",,,https://help.joi.com/articles/age-verification,2026-09-03
joi,account_requirement,"Payment methods accepted for Premium: ""purchasing a subscription to the Service directly on our website using a valid credit or debit card. Additionally, payment can be made via Google Pay or Apple Pay, if supported by your device, or using cryptocurrency, where available.""",,,https://joi.ai/terms,2026-09-03
kupid-ai,pricing_tier,"Pro — weekly billing: $12.99 per week (USD). Unlocks unlimited messages, 100 coins/week, 25 photos/week, 8 videos/week, 12 min voice messages/week, memory of last 100 messages, voice input (""Talk to Her""), fast response speed, high queue priority, fast support, 4 custom characters.",12.99,USD/week,https://www.kupid.ai/subscriptions,2026-09-03
kupid-ai,pricing_tier,"Pro — yearly billing: $179 per year (USD), displayed on the plan card as $3.44/week against a $12.99/week reference price. Same feature set as Pro weekly (100 coins/week, 25 photos/week, 8 videos/week, 12 min voice/week, last-100-message memory, 4 custom characters).",179,USD/year,https://www.kupid.ai/subscriptions,2026-09-03
kupid-ai,pricing_tier,"Ultra — weekly billing: $24.99 per week (USD). Unlocks unlimited messages, 300 coins/week, 75 photos/week, 25 videos/week, 35 min voice messages/week, unlimited chat memory, voice input, fastest response speed, highest queue priority, fastest support, 8 custom characters.",24.99,USD/week,https://www.kupid.ai/subscriptions,2026-09-03
kupid-ai,pricing_tier,"Ultra — yearly billing: $299 per year (USD), rendered on the page as ""Billed as one payment of $299/year"" and displayed as $5.75/week against a $24.99/week reference price. Marked ""BEST"" and pre-selected by default. Same feature set as Ultra weekly.",299,USD/year,https://www.kupid.ai/subscriptions,2026-09-03
kupid-ai,pricing_tier,"Lifetime — one-time payment of $777 (USD), described as ""Pay once, enjoy forever"" / ""One payment, forever benefits"". Plan record: 800 coins (monthly allowance) and 8 custom-character slots. Page advertises unlimited messages forever, unlimited memory, voice input, fastest response speed and highest queue priority.",777,USD one-time,https://www.kupid.ai/subscriptions,2026-09-03
kupid-ai,free_tier,"A free tier exists (""Free Sign Up""). Limits, from the site's own plan-comparison table: 15 messages; NO photos, NO videos, NO voice messages and NO voice input (all shown as excluded); chat memory limited to the last 30 messages; standard response speed; standard queue priority; no priority support; 1 custom character. The in-product exhaustion message is ""You're out of messages this week"", indicating a weekly quota. Kupid also offers a one-time bonus of 50 free messages for verifying your email address (""Get 50 free messages with zero interruptions — just verify your email"").",15,messages,https://www.kupid.ai/subscriptions,2026-09-03
kupid-ai,free_tier,"Free tier requires no payment card: ""Create your perfect AI girlfriend in four steps. Customize her look, voice, and personality. Free to start, no card required.""",,,https://www.kupid.ai/create-ai-girlfriend,2026-09-03
kupid-ai,languages,"14 UI locales are declared and served by the site: en (English), de (German), es (Spanish), fr (French), it (Italian), ja (Japanese), ko (Korean), ru (Russian), tr (Turkish), zh (Chinese), hi (Hindi), pt (Portuguese), vi (Vietnamese), nl (Dutch). Default locale is en. All four specifically checked — German (/de/), Dutch (/nl/), French (/fr/), Spanish (/es/) — return HTTP 200 with fully translated interface copy, confirmed on the subscriptions page. Note this evidences UI/marketing localisation; Kupid does not publish a separate statement about which languages the AI companions themselves converse in.",14,locales,https://www.kupid.ai/subscriptions,2026-09-03
kupid-ai,modalities,"Text chat, AI image generation (""Photos""), AI video generation (""Videos""), voice messages received from the companion, and voice input to the companion (""Talk to Her""). The Terms confirm the scope: ""The APP generates messages... The APP can also generates medias including, but not limited to, images, videos and voice notes."" Trial feature list names ""Voice messages (send & receive)"", ""Premium image generation"" and ""Video generation"". No real-time voice-call or video-call feature was found anywhere on the site.",,,https://www.kupid.ai/terms-of-service,2026-09-03
kupid-ai,limits,"Paid usage is metered by a coin balance, not by raw counts. Coin allowances: Pro 100 coins/week, Ultra 300 coins/week, Lifetime 800 coins/month. The page derives media allowances from the balance — a photo costs 4 coins and a video costs 12 coins — which yields the rendered figures: Pro 25 photos + 8 videos per week; Ultra 75 photos + 25 videos per week. Voice messages are time-capped separately: 12 min/week (Pro), 35 min/week (Ultra). Chat memory: last 30 messages (Free), last 100 messages (Pro), unlimited (Ultra/Lifetime). Custom characters: 1 (Free), 4 (Pro), 8 (Ultra/Lifetime). Messages are unlimited on all paid tiers and capped at 15 on Free. Response speed and queue priority are explicitly tiered (standard / fast / fastest and standard / high / highest).",,,https://www.kupid.ai/subscriptions,2026-09-03
kupid-ai,limits,"Coin expiry: ""Coins credited at no additional charge — including Coins included with a subscription plan, recurring plan coin allowances, free-trial Coins, promotional Coins, and gifted Coins — expire six (6) months after the date they are credited to your account. Unused expired Coins are removed automatically and are not refundable or otherwise compensated.""",6,months to coin expiry,https://www.kupid.ai/terms-of-service,2026-09-03
kupid-ai,platforms,"Web only, plus an installable PWA. The site ships a web app manifest (name ""Kupid AI"", display ""standalone"", portrait) and in-product install instructions for Android/Chrome (""Tap the three dots menu (⋮)... Tap 'Add to Home Screen' or 'Install app'"") and for iOS (""Tap the Share button... Tap 'Add to Home Screen'""). No Apple App Store or Google Play listing is linked anywhere on the site — searched across the homepage, pricing, sitemap, policy pages and all 56 JavaScript bundles for apps.apple.com / itunes.apple.com / play.google.com / testflight links, with zero matches.",,,https://www.kupid.ai/manifest.json,2026-09-03
kupid-ai,account_requirement,"Account creation is email + password (""Free Sign Up""; fields Email / Password, with forgot-password flow). Discord is supported as a sign-in provider (the app rejects Discord accounts whose email is unverified). Email verification is optional but incentivised with 50 bonus messages. No payment card is required to use the free tier (""Free to start, no card required""). The Terms note that ""Parts of the Services offered by the APP may require you to create a user account.""",,,https://www.kupid.ai/create-ai-girlfriend,2026-09-03
kupid-ai,account_requirement,"Separately from the no-card free tier, Kupid operates a card-backed free trial: ""We charge $0.5 for card verification only. This will be refunded immediately."" The trial can be cancelled before it ends (""Cancel anytime before trial ends""); activating early ""will charge your card and start your subscription immediately"". The trial's duration is not published as a fixed number — the UI renders it from a variable end date.",0.5,USD refundable card-verification charge,https://www.kupid.ai/subscriptions,2026-09-03
ehentai-ai,pricing_tier,"Premium Membership — MONTHLY. Standard/recurring price $25.99 per month. Currently sold at a 'LIMITED TIME OFFER' 50% OFF: first payment $12.99 (checkout shows 'Total: $12.99'), then $25.99/month if not canceled. Unlocks the full Premium benefit list (see 'limits' and 'modalities' rows).",25.99,"USD per month (recurring); site prints only '$', no ISO currency code published",https://ehentai.ai/plans,2026-09-03
ehentai-ai,pricing_tier,"Premium Membership — PER 3 MONTHS (quarterly). Standard/recurring price $77.97 every 3 months. Currently 60% OFF for the first term: first payment $29.97 (checkout 'Total: $29.97'), advertised as $9.99/month, 'You save: $48.00'; then $77.97 every 3 months if not canceled.",77.97,USD per 3 months (recurring); site prints only '$',https://ehentai.ai/plans,2026-09-03
ehentai-ai,pricing_tier,"Premium Membership — ANNUALLY. Standard/recurring price $311.88 per year. Currently 75% OFF for the first term: first payment $69.99 (checkout 'Total: $69.99'), advertised as $5.99/month, 'You save: $241.89'; then $311.88 annually if not canceled.",311.88,USD per year (recurring); site prints only '$',https://ehentai.ai/plans,2026-09-03
ehentai-ai,pricing_tier,"Recurring prices confirmed in text on the pricing disclosure page: 'First Payment: $12.99 / Recurring Cost: $25.99/month if not canceled', 'First Payment: $29.97 / Recurring Cost: $77.97 every 3 months if not canceled', 'First Payment: $69.99 / Recurring Cost: $311.88 annually if not canceled'. NOTE: this page mislabels the first two — it calls the $12.99 one '3-Month Membership' and the $29.97 one 'Monthly Membership', contradicting the /plans checkout.",,,https://ehentai.ai/pricing,2026-09-03
ehentai-ai,pricing_tier,"Token packages (consumable add-on, not a subscription tier): 'Tokens are available for purchase only to premium members. Prices start at $2.99 and go up to $179.99.' One-off single transactions, not recurring, charged to card on click.",,,https://ehentai.ai/pricing,2026-09-03
ehentai-ai,pricing_tier,Maintenance charge: 'eHentai reserves the right to apply a Maintenance Charge of $1.99 per month to keep user accounts active and operational.' Applies only to users who have previously purchased; avoidable by deleting the account.,1.99,USD per month (conditional),https://ehentai.ai/membership-policy,2026-09-03
ehentai-ai,free_tier,"Yes — a free trial exists. Published limit: 'With the free trial you can create up to 2 girlfriends, 4 secondary photos and 10 messages.' Registration is required ('Yes, you'll need a account to create an AI girlfriend'). Homepage CTA: 'Registration is FREE! No cards/payments required for the free trial.'",,,https://ehentai.ai/,2026-09-03
ehentai-ai,free_tier,"Daily Claim Bonus Program extends free messaging: 'Claim your 10 daily messages... Your reward increases by 1 additional message each day – 10 on the first, 11 on the second, 12 on the third, reaching up to 50 messages on the 40th day. ... missing a day will reset your streak back to 10.'",,,https://ehentai.ai/,2026-09-03
ehentai-ai,languages,"English only, as published. The site serves <html lang=""en"">, publishes no language switcher, no hreflang alternates, and no localized URL paths (sitemap contains no locale variants). German, Dutch, French and Spanish are NOT offered or advertised anywhere on the site — no localized UI and no claim of multilingual chat.",,,https://ehentai.ai/,2026-09-03
ehentai-ai,modalities,"Text chat / AI sexting (core product): 'Chat & sexting. Custom personalities, outfits and more.' Feature list: AI sexting messages, AI girlfriend Personality Setup, AI girlfriend secondary image generation, AI chat content requests, AI voice messages, AI girls matching, Fetish generator.",,,https://ehentai.ai/,2026-09-03
ehentai-ai,modalities,"Image generation: on-demand, in-chat, real-time. 'Our advanced AI technology is designed to detect users' requests for photos within the chat... generating and providing relevant images'; 'the photos generated in response to your request are generated in real-time.' Separate character-builder image generation also exists.",,,https://ehentai.ai/,2026-09-03
ehentai-ai,modalities,Voice: both voice messages and voice calls are live. Premium benefits list on the checkout page includes 'Voice messages' and 'Voice calls'; the pricing page lists 'Voice Calls & Messages' as included and prices them at 3 tokens per voice message / 7 tokens per minute of voice call.,,,https://ehentai.ai/pricing,2026-09-03
ehentai-ai,modalities,Video: NOT available. The product page labels video 'Coming Soon' — 'Soon with the help of eHentai AI you will be able to create videos of your dream AI Generated Girls' and 'she will make videos for you — Coming Soon'.,,,https://ehentai.ai/ai-dating-app,2026-09-03
ehentai-ai,limits,"Free tier caps: 2 AI girlfriends, 4 secondary photos, 10 messages (plus the daily claim bonus of 10 rising to 50 messages/day on a 40-day streak).",,,https://ehentai.ai/,2026-09-03
ehentai-ai,limits,"Premium: messaging is uncapped — checkout benefit list states 'Unlimited messages'; membership policy: 'Users who buy a membership enjoy unlimited messaging to AI generated companions, while additional features such as AI companion creation, image generation, and voice interactions require tokens.'",,,https://ehentai.ai/membership-policy,2026-09-03
ehentai-ai,limits,"Everything except messaging is metered in tokens. Published token costs: AI Companion Generation 20 tokens; Image Generation 10 tokens; Voice Message 3 tokens; Voice Calls 7 tokens per minute; Influencer Messages vary by influencer. Monthly token allowance is stated inconsistently: the /plans checkout says '150 Tokens per month', the /pricing page says '100 Tokens every month', and the membership policy says 'The base amount of tokens per month is 100, but this can increase if the user purchases a membership with a promotional token package.'",,,https://ehentai.ai/pricing,2026-09-03
ehentai-ai,limits,Speed/queue differentiation rather than a published rate limit: Premium includes 'Faster Image Generation (up to 5x)' and 'Faster Response Times' (implying free-tier throttling). No numeric requests-per-minute or per-hour rate limit is published anywhere on the site.,,,https://ehentai.ai/pricing,2026-09-03
ehentai-ai,limits,"Retention limit: generated girlfriends, images and chats are deleted after inactivity — 'we are implementing a content/message deletion procedures for old unused girlfriends & images & chats'; retention period depends on the subscription.",,,https://ehentai.ai/ai-dating-app,2026-09-03
ehentai-ai,platforms,"Web only. The site describes itself as a web app ('our AI Girlfriend web app') and publishes no iOS or Android application: no App Store link, no Google Play link, and no 'download the app' reference anywhere on the homepage, pricing, plans, policies or terms pages. 'AI hentai APP' in the hero copy is marketing wording for the website, not a native app.",,,https://ehentai.ai/,2026-09-03
ehentai-ai,account_requirement,"Account required, no card for the free trial. 'Press on the free trial button... You can sign-up directly with google or patreon which will automatically create an account for you. If you wish to register with email just type your email and you will receive your password with which you can login!' Homepage states 'Registration is FREE! No cards/payments required for the free trial.' So: email (or Google / Patreon OAuth) only; payment card is required only to subscribe.",,,https://ehentai.ai/,2026-09-03
ehentai-ai,account_requirement,"Operator identity published in the site footer and terms: DreamAI SRL, sole registration no. 48479324, Bucharest Trade Registry no. J40/12952/2023, EUID ROONRC.J40/12952/2023, address Strada C. C. ARION Nr. 11, Bucharest Sector 1, Romania. Site is part of a network with DreamGF.ai, DreamBF.ai and JustPorn.ai (linked in the top nav).",,,https://ehentai.ai/terms,2026-09-03
candy-ai,pricing_tier,"Premium — 1 Month plan: ""1 Month"" / ""$13.99 /month""; checkout text: ""Monthly payment billed as $13.99 Cancel any time. Renews automatically for the same price and term."" Unlocks the shared ""Premium Benefits"" block: Create your own AI Girlfriend(s); Generate 18+ Videos; Generate 18+ Images; Full Live Action Experience; Unlimited text messages; 100 tokens per month.",13.99,USD/month,https://candy.ai/subscriptions,2026-09-03
candy-ai,pricing_tier,"Premium — 3 Months (quarterly) plan: ""3 Months"" / ""35% OFF"" / ""$8.99 /month"" shown against a struck-through $13.99; checkout text: ""Quarterly payment billed as $26.97 Cancel any time. Renews automatically for the same price and term."" Same Premium Benefits block (incl. 100 tokens per month). Total charge per 3-month term is $26.97.",26.97,USD/quarter,https://candy.ai/subscriptions,2026-09-03
candy-ai,pricing_tier,"Premium — 12 Months (yearly) plan, labelled ""BEST VALUE"": ""12 Months"" / ""70% OFF"" / ""$3.99 /month"" shown against a struck-through $13.99; checkout text: ""Annual payment billed as $47.88 Cancel any time. Renews automatically for the same price and term."" Same Premium Benefits block (incl. 100 tokens per month). Total charge per year is $47.88. Page also states ""Additional local taxes may apply"".",47.88,USD/year,https://candy.ai/subscriptions,2026-09-03
candy-ai,pricing_tier,"Premium Plus — a separate, higher subscription tier confirmed by the operator's own help center: ""Premium Plus is our newest subscription tier, offering exclusive bonuses and enhanced features."" Benefits: 330 FREE tokens every month; Unlimited Text messages/Chats; Create your own AI Girlfriend; Generate 18+ images; Live Action/New Experiences and Live audio; 10% bonus tokens when topping up (Quarterly and Yearly plans only); Early access to new characters (3 days before standard release); Chat customization; User personas; Memory slots (20); Clone chats (5). NO PRICE IS PUBLISHED: the tier does not appear at all on the public /subscriptions page (zero occurrences of ""Premium Plus"" or ""330"" in the logged-out page), so its cost could not be established without an account.",,,https://everai.zendesk.com/hc/en-us/articles/55659274151961-What-is-Premium-Plus,2026-09-03
candy-ai,pricing_tier,"Weekly and bi-weekly billing variants exist in the /subscriptions page markup but are NOT offered in the plan selector and are hidden by default. Verbatim strings: ""Weekly payment billed as $5.6 Cancel any time."" and ""Payment every 2 weeks billed as $9.79 Cancel any time."" Their containers carry class ""hidden"" (data-subscription-target=""weeklyBillingInfo"" / ""biweeklyBillingInfo""), and the only selectable data-plan-type values on the page are monthly, quarterly and yearly. Treat these as conditional/promotional billing terms, NOT as publicly purchasable tiers.",,,https://candy.ai/subscriptions,2026-09-03
candy-ai,free_tier,"Yes, a free tier exists (""Join Free"" / ""Create Free Account""). Operator help center, verbatim: ""Free users can do all of the following: Send up to 5 messages in chat (across all characters) Create one custom AI character Generate one image (either via the image generator or directly in chat)"". Note the 5-message cap is across all characters combined, not per character.",5,"messages (lifetime, across all characters)",https://everai.zendesk.com/hc/en-us/articles/44221410602649-What-can-I-do-as-a-free-user,2026-09-03
candy-ai,free_tier,"Terms of Service corroborate the free cap, verbatim: ""As a free user, you may generally send a maximum of 5 messages to AI Characters. Further use requires a subscription, which may be billed either monthly, quarterly or annually, or other form of paid-for access."" On cancellation an account reverts to the free version and ""Any remaining tokens in your account will expire and become unusable.""",5,messages,https://candy.ai/terms-of-service,2026-09-03
candy-ai,languages,"13 fully localized site versions verified live, each returning HTTP 200 with a matching <html lang> attribute and a native-language switcher label: English (/, lang=en), French (/fr, Français), German (/de, Deutsch), Spanish (/es, Español), Dutch (/nl, Nederlands), Italian (/it, Italiano), Portuguese-BR (/pt-BR, Português), Swedish (/sv, Svenska), Danish (/da, Dansk), Norwegian (/no, Norsk), Finnish (/fi, Suomi), Japanese (/ja, 日本語), Polish (/pl, Polski). All 13 are also declared in the sitemap index and linked from the site footer. ALL FOUR REQUESTED LANGUAGES CONFIRMED: German, Dutch, French, Spanish — UI strings verified genuinely translated (e.g. DE ""Kostenloses Konto erstellen"", NL ""Gratis account aanmaken"", FR ""Créer un compte gratuit"").",13,localized site versions,https://candy.ai/sitemap.xml,2026-09-03
candy-ai,languages,"CAVEAT — the operator's help center contradicts the live site and is stale. One article states ""Right now, Candy.ai only has full localization for: English French German Spanish"" and that Portuguese ""is not officially supported yet""; an older article states ""Both English and French localizations are officially supported."" Meanwhile /pt-BR, /nl, /ja and 6 more locales are live and translated. Site homepage copy is stale too: ""we also offer a fully localized French version of the site... And more languages are coming soon."" For AI chat language specifically, the help center says the character's reply language follows the selected site language but only applies to NEW conversations (existing chats must be reset), and for non-officially-supported languages ""results may vary"" / quality ""can be inconsistent"" and long chats ""may drift back into English"". No help-center article exists for Dutch chat.",,,https://everai.zendesk.com/hc/en-us/articles/59629775469337-Is-Portuguese-translation-available,2026-09-03
candy-ai,modalities,"Four modalities, all confirmed. Text chat (""Unlimited text messages"" for paid; ""the heart of the connection""); voice (""Choose from voices that are soft and comforting, bold and confident""; help center lists ""Listening to a voice message"" and ""Voice Calls (beta)""); image generation (""With image generation, you can see your companion just the way you imagine them""; ""Generate 18+ Images""); video (""video brings it all together. Watch them move, react, and engage with you in real time""; ""Generate 18+ Videos""). Homepage FAQ, verbatim: ""Yes, Candy AI supports multimodal interaction. Your companion can engage in voice conversations, generate personalized images, and appear in AI-generated videos."" Additional named features in the help center: Candy Cam, Candy Shorts, Candy Roulette, Interactive Stories (Neon Run), Build Your Video, My Private Content packs.",,,https://candy.ai/,2026-09-03
candy-ai,limits,"Free: 5 chat messages total across all characters, 1 custom AI character, 1 image generation. Paid Premium: ""Unlimited chatting"" plus ""100 tokens per month to use with various site features such as image generation, video generation, creating custom AIs, and more!"" Premium Plus: 330 tokens per month. Tokens — not messages — are the metering unit for everything beyond text: image generation, creating a custom AI, listening to a voice message, voice calls (beta), unlocking My Private Content packs, and video generation. Token replenishment lands monthly on the subscription anniversary day (yearly subscribers still receive 100/month but are charged only once per year). Running out mid-month requires buying more at https://candy.ai/tokens. Unused tokens expire when the subscription ends and are non-transferable. No published requests-per-minute or hard rate limit.",100,tokens per month (Premium); 330 for Premium Plus,https://everai.zendesk.com/hc/en-us/articles/44102896051481-What-can-I-do-as-a-paid-user,2026-09-03
candy-ai,platforms,"Web only, with a PWA install path — no native app-store apps. Homepage FAQ, verbatim: ""No installation is needed. You can access your AI Girlfriend directly through Candy AI on desktop or mobile, anytime, anywhere."" The site serves a PWA manifest at /manifest.json (name ""Candy AI"", Android + iOS icon sets) and shows an install prompt reading ""Get App to Receive Notifications from: New Features / Sales and Discounts / New Messages — 1. Tap ""Share"" 2. Tap ""Add to Home Screen"""". No links or textual references to the Apple App Store or Google Play appear anywhere on the homepage or subscriptions page, so there is no evidence of a native iOS or Android app.",,,https://candy.ai/,2026-09-03
candy-ai,account_requirement,"Email-based signup; no card required for the free tier. Terms of Service, verbatim: ""Parts of our Services may require you to create a user account with an email and password or other available login method (""Account"")."" The site's CTAs are ""Join Free"" / ""Create Free Account"". Payment details are only invoked for subscriptions: ""Subscriptions are payable by credit card, Pay by Bank, and/or other alternative payment methods available in specific countries."" Accepted methods per help center: credit cards, debit cards, cryptocurrency, Apple Pay, Google Pay, and bank transfer (Volt, Pix); the homepage names BTC, ETH, USDC and Litecoin. Billing is discreet — ""Transactions are processed securely and appear under a neutral merchant name."" Refunds: within 24 hours of payment, only if 20 tokens or fewer were used, card payments only; EU/UK buyers get 14 days without giving a reason. Subscriptions auto-renew by default.",,,https://candy.ai/terms-of-service,2026-09-03
darlink-ai,pricing_tier,"Essential — $12.99/month billed monthly; $10.99/month billed quarterly; $9.99/month billed yearly ($119.88/year, listed against an original $155.88). Unlocks: 100 free coins each month, 6000 messages/month, NSFW, 6 standard voice options, Basic memory, Quick Roleplay creation, image generation (2 tokens each), video generation (20 tokens each), Essential Creator Badge.",12.99,USD/month billed monthly,https://darlink.ai/plan-selection,2026-09-03
darlink-ai,pricing_tier,"Advanced — $27.99/month billed monthly; $21.99/month billed quarterly; $18.99/month billed yearly ($227.88/year, listed against an original $335.88). Marked '-32% Most Popular'. Unlocks: 300 free coins each month, 9000 messages/month, Fastest Messaging Time, NSFW, 10 premium voice options, Enhanced memory, Deep Roleplay creation, image generation (2 tokens), video generation (20 tokens), support link on profile, Advanced Creator Badge.",27.99,USD/month billed monthly,https://darlink.ai/plan-selection,2026-09-03
darlink-ai,pricing_tier,"Ultimate — $49.99/month billed monthly; $39.99/month billed quarterly; $32.99/month billed yearly ($395.88/year, listed against an original $599.88). Marked 'Everything Unlocked'. Unlocks: 500 free coins each month, Unlimited Messages, Fastest Messaging Time, NSFW, 10 premium voice options, Living memory, Unlimited Roleplay creation, Elite Roleplay Engine, image generation (2 tokens), video generation (20 tokens), support link on profile, Ultimate Creator Badge.",49.99,USD/month billed monthly,https://darlink.ai/plan-selection,2026-09-03
darlink-ai,pricing_tier,"Token pack (a la carte, separate from subscriptions): 100 Tokens for $9.99. Payable by card or crypto.",9.99,USD one-time,https://darlink.ai/tokens,2026-09-03
darlink-ai,pricing_tier,"Token pack: 350 Tokens for $34.99 (marked 'Save 20%', struck-through $43.74).",34.99,USD one-time,https://darlink.ai/tokens,2026-09-03
darlink-ai,pricing_tier,"Token pack: 550 Tokens for $49.99 (marked 'Save 30%', struck-through $71.41).",49.99,USD one-time,https://darlink.ai/tokens,2026-09-03
darlink-ai,pricing_tier,"Token pack: 1,150 Tokens for $99.99 (marked 'Save 30%', struck-through $142.84).",99.99,USD one-time,https://darlink.ai/tokens,2026-09-03
darlink-ai,pricing_tier,"Token pack: 3,750 Tokens for $299.99 (marked 'Save 50%', struck-through $599.98).",299.99,USD one-time,https://darlink.ai/tokens,2026-09-03
